full_name,Pokémon,Sim_Score,#,HP,Attack,Defense,Sp. Attack,Sp. Defense,Speed,HP_scale,Attack_scale,Defense_scale,Sp. Attack_scale,Sp. Defense_scale,Speed_scale,ip_g,era,whip,k_pct,bb_pct,avg_velocity,ip_g_scale,era_scale,whip_scale,k_pct_scale,bb_pct_scale,avg_velocity_scale
Raisel Iglesias,Charmeleon,53.0,5,58,64,58,80,65,80,0.39641434262948205,0.4043824701195219,0.4043824701195219,0.6952191235059761,0.48804780876494025,0.6713147410358565,0.924731182795699,4.08,1.33,27.6,7.3,94.8,0.10337078651685393,0.4932584269662922,0.41235955056179774,0.7865168539325843,0.6471910112359551,0.6303370786516854
David Robertson,Weezing,66.3,110,65,90,120,85,70,60,0.549800796812749,0.7709163346613546,0.9581673306772909,0.7529880478087649,0.5657370517928287,0.44621513944223107,1.1140350877192984,2.13,1.04,28.1,7.8,93.6,0.3393258426966292,0.9314606741573034,0.8786516853932584,0.8101123595505618,0.5730337078651686,0.43258426966292135
Hunter Brown,Venomoth,73.9,49,70,65,60,90,75,90,0.6254980079681275,0.44621513944223107,0.4362549800796813,0.796812749003984,0.6235059760956175,0.7928286852589641,5.518518518518518,4.26,1.32,28.2,7.9,95.9,0.8539325842696629,0.450561797752809,0.4269662921348315,0.8146067415730337,0.5606741573033708,0.8123595505617978
Brennan Bernardino,Parasect,51.5,47,60,95,80,60,80,30,0.44621513944223107,0.8207171314741036,0.7091633466135459,0.4581673306772908,0.6992031872509961,0.08565737051792828,1.1728395061728396,2.27,1.01,26.8,6.5,91.1,0.3752808988764045,0.9213483146067416,0.9067415730337078,0.7348314606741573,0.7629213483146067,0.10898876404494381
Fernando Cruz,Growlithe,34.4,58,55,70,45,70,50,60,0.35856573705179284,0.50199203187251,0.21115537848605578,0.603585657370518,0.2729083665338645,0.44621513944223107,1.2083333333333333,4.89,1.32,31.7,11.4,93.8,0.3955056179775281,0.2808988764044944,0.4269662921348315,0.9258426966292135,0.14494382022471908,0.4764044943820225
Logan Gilbert,Suicune,79.5,245,100,75,115,90,115,85,0.9223107569721115,0.5557768924302788,0.9402390438247012,0.796812749003984,0.9621513944223108,0.7310756972111554,5.964912280701754,3.65,1.01,24.6,4.4,95.4,0.9617977528089887,0.6134831460674157,0.9067415730337078,0.6056179775280899,0.9539325842696629,0.7292134831460674
Clay Holmes,Cloyster,28.4,91,50,95,180,85,45,70,0.2868525896414343,0.8207171314741036,0.9920318725099602,0.7529880478087649,0.1952191235059761,0.5737051792828686,0.9430894308943089,2.33,1.14,29.6,9.4,96.2,0.1348314606741573,0.9168539325842696,0.6910112359550562,0.8741573033707866,0.3876404494382022,0.8505617977528089
Jakob Junis,Butterfree,79.1,12,60,45,50,80,80,70,0.44621513944223107,0.17330677290836655,0.2868525896414343,0.6952191235059761,0.6992031872509961,0.5737051792828686,2.1333333333333333,4.73,1.46,27.0,6.9,93.8,0.5101123595505618,0.3247191011235955,0.2303370786516854,0.755056179775281,0.7168539325842697,0.4764044943820225
Jason Adam,Cloyster,66.9,91,50,95,180,85,45,70,0.2868525896414343,0.8207171314741036,0.9920318725099602,0.7529880478087649,0.1952191235059761,0.5737051792828686,0.9603174603174603,2.68,1.04,29.4,9.4,94.4,0.1707865168539326,0.8640449438202247,0.8786516853932584,0.8651685393258427,0.3876404494382022,0.5617977528089888
Phil Maton,Parasect,37.1,47,60,95,80,60,80,30,0.44621513944223107,0.8207171314741036,0.7091633466135459,0.4581673306772908,0.6992031872509961,0.08565737051792828,1.0434782608695652,2.44,0.94,27.4,7.4,89.3,0.2786516853932584,0.8943820224719101,0.9651685393258427,0.7719101123595505,0.6348314606741573,0.038202247191011236
Yennier Cano,Kabutops,34.4,141,60,115,105,65,70,80,0.44621513944223107,0.9382470119521913,0.9043824701195219,0.5398406374501992,0.5657370517928287,0.6713147410358565,1.146341463414634,1.53,0.91,23.4,3.4,96.0,0.3550561797752809,0.9775280898876404,0.9752808988764045,0.5370786516853933,0.9876404494382023,0.8303370786516854
Gerrit Cole,Entei,90.6,244,115,115,85,90,75,100,0.9661354581673307,0.9382470119521913,0.7629482071713147,0.796812749003984,0.6235059760956175,0.896414342629482,6.15,2.78,1.09,26.9,7.0,96.8,0.9786516853932584,0.8314606741573034,0.7696629213483146,0.744943820224719,0.701123595505618,0.898876404494382
Reid Detmers,Girafarig,60.5,203,70,80,65,90,65,85,0.6254980079681275,0.6254980079681275,0.5039840637450199,0.796812749003984,0.48804780876494025,0.7310756972111554,5.392156862745098,4.42,1.29,28.9,9.0,94.8,0.8179775280898877,0.4112359550561798,0.46853932584269664,0.848314606741573,0.4337078651685393,0.6303370786516854
Alex Faedo,Mantine,42.9,226,65,40,70,80,140,70,0.549800796812749,0.12749003984063745,0.5717131474103586,0.6952191235059761,0.9880478087649402,0.5737051792828686,4.944444444444445,6.98,1.08,23.0,3.3,93.0,0.7078651685393258,0.04943820224719098,0.798876404494382,0.49325842696629213,0.9910112359550561,0.3471910112359551
Reese Olson,Dewgong,69.2,87,90,70,80,70,95,70,0.8346613545816733,0.50199203187251,0.7091633466135459,0.603585657370518,0.8446215139442231,0.5737051792828686,4.366666666666666,4.53,1.10,25.1,5.6,94.9,0.6157303370786517,0.3820224719101124,0.747191011235955,0.6359550561797753,0.8662921348314607,0.647191011235955
Kirby Yates,Weepinbell,31.6,70,65,90,50,85,45,55,0.549800796812749,0.7709163346613546,0.2868525896414343,0.7529880478087649,0.1952191235059761,0.38247011952191234,1.0090090090090091,3.38,1.23,32.7,13.2,93.4,0.251685393258427,0.655056179775281,0.5606741573033708,0.950561797752809,0.06516853932584266,0.40224719101123596
Joe Musgrove,Muk,81.4,89,105,105,75,65,100,50,0.9442231075697212,0.8944223107569721,0.6314741035856574,0.5398406374501992,0.8924302788844621,0.3247011952191235,5.688888888888888,3.16,1.14,24.5,5.1,93.1,0.8898876404494382,0.7314606741573033,0.6910112359550562,0.601123595505618,0.9033707865168539,0.3595505617977528
George Kirby,Gyarados,48.9,130,95,125,79,60,100,81,0.8904382470119522,0.9601593625498008,0.6752988047808764,0.4581673306772908,0.8924302788844621,0.6932270916334662,6.298245614035088,3.23,1.04,21.7,2.3,95.9,0.9887640449438202,0.702247191011236,0.8786516853932584,0.3955056179775281,0.9977528089887641,0.8123595505617978
Nick Pivetta,Seadra,50.5,117,55,65,95,95,45,85,0.35856573705179284,0.44621513944223107,0.8346613545816733,0.8326693227091634,0.1952191235059761,0.7310756972111554,3.260869565217391,4.44,1.21,29.5,10.3,94.3,0.5528089887640449,0.398876404494382,0.5887640449438203,0.8707865168539326,0.24606741573033708,0.5426966292134832
Will Vest,Kabutops,69.5,141,60,115,105,65,70,80,0.44621513944223107,0.9382470119521913,0.9043824701195219,0.5398406374501992,0.5657370517928287,0.6713147410358565,1.0987654320987654,2.73,1.08,26.7,7.5,95.0,0.3325842696629214,0.844943820224719,0.798876404494382,0.7258426966292135,0.6157303370786518,0.6730337078651686
Taylor Rogers,Cloyster,46.8,91,50,95,180,85,45,70,0.2868525896414343,0.8207171314741036,0.9920318725099602,0.7529880478087649,0.1952191235059761,0.5737051792828686,0.8596491228070174,3.03,1.07,31.1,11.9,93.4,0.029213483146067417,0.7876404494382022,0.8202247191011236,0.9101123595505618,0.12471910112359552,0.40224719101123596
Bailey Ober,Muk,51.0,89,105,105,75,65,100,50,0.9442231075697212,0.8944223107569721,0.6314741035856574,0.5398406374501992,0.8924302788844621,0.3247011952191235,5.911111111111111,2.74,0.98,24.3,5.2,91.3,0.9438202247191011,0.8404494382022472,0.9348314606741573,0.5887640449438202,0.8977528089887641,0.12359550561797752
Chris Martin,Hitmontop,37.5,237,50,95,95,35,110,70,0.2868525896414343,0.8207171314741036,0.8346613545816733,0.11952191235059761,0.9442231075697212,0.5737051792828686,0.956989247311828,1.52,0.98,22.6,3.5,95.4,0.15955056179775282,0.9797752808988764,0.9348314606741573,0.47191011235955055,0.9831460674157303,0.7292134831460674
Nick Anderson,Arbok,52.0,24,60,85,69,65,79,80,0.44621513944223107,0.7290836653386454,0.5378486055776892,0.5398406374501992,0.6533864541832669,0.6713147410358565,1.0095238095238095,3.06,1.10,25.5,6.4,94.2,0.2539325842696629,0.7730337078651686,0.747191011235955,0.6573033707865169,0.7775280898876404,0.5247191011235955
Jordan Hicks,Murkrow,57.1,198,60,85,42,85,42,91,0.44621513944223107,0.7290836653386454,0.1752988047808765,0.7529880478087649,0.1593625498007968,0.8227091633466136,1.0427350427350426,3.76,1.50,31.5,12.5,100.5,0.27640449438202247,0.5842696629213483,0.19550561797752808,0.9191011235955057,0.09213483146067414,0.9977528089887641
Lance Lynn,Flaaffy,50.2,180,70,55,55,80,60,45,0.6254980079681275,0.3047808764940239,0.3565737051792829,0.6952191235059761,0.4103585657370518,0.26095617529880477,5.75,6.18,1.44,27.3,8.4,92.4,0.9123595505617977,0.11011235955056176,0.2629213483146068,0.7651685393258427,0.49213483146067416,0.2393258426966292
Erik Swanson,Cloyster,67.0,91,50,95,180,85,45,70,0.2868525896414343,0.8207171314741036,0.9920318725099602,0.7529880478087649,0.1952191235059761,0.5737051792828686,1.0,2.93,1.04,28.3,9.4,93.6,0.23370786516853934,0.8112359550561797,0.8786516853932584,0.8224719101123595,0.3876404494382022,0.43258426966292135
Aaron Nola,Clefable,59.0,36,95,70,73,85,90,60,0.8904382470119522,0.50199203187251,0.6055776892430279,0.7529880478087649,0.8127490039840638,0.44621513944223107,6.316666666666666,4.27,1.08,24.8,5.9,92.5,0.9921348314606742,0.44719101123595506,0.798876404494382,0.6168539325842697,0.849438202247191,0.2595505617977528
Dylan Lee,Gloom,49.1,44,60,65,70,85,75,40,0.44621513944223107,0.44621513944223107,0.5717131474103586,0.7529880478087649,0.6235059760956175,0.18725099601593626,1.0166666666666666,3.10,1.23,27.1,8.2,91.6,0.25617977528089886,0.7584269662921348,0.5606741573033708,0.7617977528089888,0.5191011235955056,0.15280898876404495
Tyler Wells,Bellossom,59.6,182,75,80,85,90,100,50,0.6852589641434262,0.6254980079681275,0.7629482071713147,0.796812749003984,0.8924302788844621,0.3247011952191235,5.614035087719299,3.54,0.98,25.0,6.2,92.5,0.8764044943820225,0.6280898876404495,0.9348314606741573,0.6292134831460674,0.8224719101123595,0.2595505617977528
Dominic Leone,Charmeleon,71.5,5,58,64,58,80,65,80,0.39641434262948205,0.4043824701195219,0.4043824701195219,0.6952191235059761,0.48804780876494025,0.6713147410358565,1.0,4.67,1.22,26.8,8.0,95.1,0.23370786516853934,0.3471910112359551,0.5719101123595506,0.7348314606741573,0.550561797752809,0.6966292134831461
Garrett Whitlock,Noctowl,47.5,164,100,50,50,76,96,70,0.9223107569721115,0.24900398406374502,0.2868525896414343,0.6633466135458167,0.8645418326693227,0.5737051792828686,5.166666666666666,5.23,1.32,21.8,3.2,93.6,0.7606741573033707,0.20449438202247194,0.4269662921348315,0.401123595505618,0.9932584269662922,0.43258426966292135
Blake Snell,Victreebel,49.8,71,80,105,65,100,60,70,0.7470119521912351,0.8944223107569721,0.5039840637450199,0.8784860557768924,0.4103585657370518,0.5737051792828686,5.4,2.67,1.28,31.6,13.0,95.3,0.8224719101123595,0.8685393258426967,0.48089887640449436,0.9224719101123595,0.07191011235955058,0.7134831460674157
Pierce Johnson,Gastly,87.9,92,30,35,30,100,35,80,0.04183266932270916,0.09163346613545817,0.055776892430278883,0.8784860557768924,0.09163346613545817,0.6713147410358565,0.9206349206349206,6.05,1.78,31.0,12.5,95.9,0.09662921348314607,0.1235955056179775,0.035955056179775235,0.9056179775280899,0.09213483146067414,0.8123595505617978
Max Fried,Machamp,85.9,68,90,130,80,65,85,55,0.8346613545816733,0.9800796812749004,0.7091633466135459,0.5398406374501992,0.7729083665338645,0.38247011952191234,5.2,2.08,1.08,24.3,5.8,93.7,0.7707865168539326,0.9426966292134832,0.798876404494382,0.5887640449438202,0.8573033707865169,0.45730337078651684
Giovanny Gallegos,Wartortle,73.9,8,59,63,80,65,80,58,0.40239043824701193,0.39243027888446214,0.7091633466135459,0.5398406374501992,0.6992031872509961,0.4203187250996016,1.0526315789473684,4.05,1.10,24.1,5.6,93.8,0.2955056179775281,0.5011235955056179,0.747191011235955,0.5764044943820225,0.8662921348314607,0.4764044943820225
Griffin Jax,Kabutops,36.6,141,60,115,105,65,70,80,0.44621513944223107,0.9382470119521913,0.9043824701195219,0.5398406374501992,0.5657370517928287,0.6713147410358565,0.9365079365079365,2.97,1.02,24.8,6.4,96.2,0.12471910112359551,0.797752808988764,0.8966292134831461,0.6168539325842697,0.7775280898876404,0.8505617977528089
Mitch Keller,Nidoqueen,72.7,31,90,82,87,75,85,76,0.8346613545816733,0.6752988047808764,0.7848605577689243,0.647410358565737,0.7729083665338645,0.6394422310756972,6.15,3.73,1.16,25.3,7.0,95.5,0.9786516853932584,0.5932584269662922,0.6561797752808989,0.647191011235955,0.701123595505618,0.744943820224719
Kutter Crawford,Dewgong,67.7,87,90,70,80,70,95,70,0.8346613545816733,0.50199203187251,0.7091633466135459,0.603585657370518,0.8446215139442231,0.5737051792828686,3.7407407407407405,3.74,1.13,24.5,6.2,94.3,0.5775280898876405,0.5898876404494382,0.7089887640449438,0.601123595505618,0.8224719101123595,0.5426966292134832
Luis Garcia,Flaaffy,71.8,180,70,55,55,80,60,45,0.6254980079681275,0.3047808764940239,0.3565737051792829,0.6952191235059761,0.4103585657370518,0.26095617529880477,4.5,4.00,1.30,27.0,8.7,92.7,0.6359550561797753,0.5224719101123596,0.45280898876404496,0.755056179775281,0.4438202247191011,0.298876404494382
Sean Manaea,Flaaffy,58.3,180,70,55,55,80,60,45,0.6254980079681275,0.3047808764940239,0.3565737051792829,0.6952191235059761,0.4103585657370518,0.26095617529880477,2.7424242424242427,5.82,1.38,28.0,9.7,93.9,0.5370786516853933,0.13258426966292136,0.33370786516853934,0.8044943820224719,0.33370786516853934,0.4898876404494382
Gregory Santos,Rapidash,54.9,78,65,100,70,80,80,105,0.549800796812749,0.8605577689243028,0.5717131474103586,0.6952191235059761,0.6992031872509961,0.9302788844621513,1.1162790697674418,2.63,1.21,23.3,5.0,98.9,0.3438202247191011,0.8730337078651685,0.5887640449438203,0.5191011235955056,0.9112359550561797,0.9831460674157303
Andrew Abbott,Donphan,59.5,232,90,120,120,60,60,50,0.8346613545816733,0.9482071713147411,0.9581673306772909,0.4581673306772908,0.4103585657370518,0.3247011952191235,6.185185185185185,2.10,0.92,26.8,8.5,92.8,0.9842696629213483,0.9370786516853933,0.9707865168539326,0.7348314606741573,0.47528089887640446,0.3112359550561798
Jimmy Cordero,Starmie,60.4,121,60,75,85,100,85,115,0.44621513944223107,0.5557768924302788,0.7629482071713147,0.8784860557768924,0.7729083665338645,0.9661354581673307,1.053763440860215,3.86,1.07,25.8,7.6,97.2,0.298876404494382,0.5595505617977528,0.8202247191011236,0.6719101123595506,0.598876404494382,0.9191011235955057
Nick Sandlin,Cloyster,42.9,91,50,95,180,85,45,70,0.2868525896414343,0.8207171314741036,0.9920318725099602,0.7529880478087649,0.1952191235059761,0.5737051792828686,1.0462962962962963,3.35,0.90,28.0,9.8,92.2,0.28314606741573034,0.6674157303370787,0.9808988764044944,0.8044943820224719,0.31123595505617974,0.20674157303370785
Julian Merryweather,Haunter,55.5,93,45,50,45,115,55,95,0.21713147410358566,0.24900398406374502,0.21115537848605578,0.9561752988047809,0.34462151394422313,0.848605577689243,0.992063492063492,4.10,1.54,29.9,11.8,97.7,0.2202247191011236,0.48539325842696635,0.15393258426966294,0.8797752808988764,0.13146067415730334,0.9415730337078652
Pete Fairbanks,Cloyster,32.3,91,50,95,180,85,45,70,0.2868525896414343,0.8207171314741036,0.9920318725099602,0.7529880478087649,0.1952191235059761,0.5737051792828686,0.9130434782608695,1.71,0.95,28.9,10.8,98.4,0.0853932584269663,0.9685393258426966,0.9584269662921349,0.848314606741573,0.19325842696629214,0.9696629213483146
Eli Morgan,Parasect,65.0,47,60,95,80,60,80,30,0.44621513944223107,0.8207171314741036,0.7091633466135459,0.4581673306772908,0.6992031872509961,0.08565737051792828,1.099099099099099,2.43,1.20,24.4,6.4,92.5,0.3348314606741573,0.8966292134831461,0.6067415730337078,0.596629213483146,0.7775280898876404,0.2595505617977528
Bryce Miller,Poliwrath,82.9,62,90,85,95,70,90,70,0.8346613545816733,0.7290836653386454,0.8346613545816733,0.603585657370518,0.8127490039840638,0.5737051792828686,5.333333333333333,3.50,0.97,23.5,5.5,94.9,0.7955056179775281,0.6359550561797753,0.946067415730337,0.5516853932584269,0.8775280898876404,0.647191011235955
Kodai Senga,Victreebel,39.4,71,80,105,65,100,60,70,0.7470119521912351,0.8944223107569721,0.5039840637450199,0.8784860557768924,0.4103585657370518,0.5737051792828686,5.627450980392157,3.20,1.26,30.0,12.0,95.9,0.8831460674157303,0.7202247191011236,0.5112359550561798,0.8831460674157303,0.11685393258426968,0.8123595505617978
Caleb Ferguson,Ponyta,45.6,77,50,85,55,65,65,90,0.2868525896414343,0.7290836653386454,0.3565737051792829,0.5398406374501992,0.48804780876494025,0.7928286852589641,0.8861788617886179,2.48,1.24,26.9,9.0,95.9,0.05393258426966292,0.8921348314606742,0.5449438202247191,0.744943820224719,0.4337078651685393,0.8123595505617978
Dylan Cease,Girafarig,63.5,203,70,80,65,90,65,85,0.6254980079681275,0.6254980079681275,0.5039840637450199,0.796812749003984,0.48804780876494025,0.7310756972111554,5.383333333333334,4.18,1.34,27.4,9.6,95.5,0.8157303370786517,0.46966292134831455,0.3977528089887641,0.7719101123595505,0.3584269662921349,0.744943820224719
Tanner Banks,Togetic,63.8,176,55,40,85,80,105,40,0.35856573705179284,0.12749003984063745,0.7629482071713147,0.6952191235059761,0.9243027888446215,0.18725099601593626,2.138888888888889,5.61,1.21,23.4,5.6,92.5,0.5123595505617977,0.15280898876404492,0.5887640449438203,0.5370786516853933,0.8662921348314607,0.2595505617977528
Michael King,Dragonair,74.7,148,61,84,65,70,70,70,0.49203187250996017,0.6992031872509961,0.5039840637450199,0.603585657370518,0.5657370517928287,0.5737051792828686,1.625,3.29,1.17,26.4,8.6,93.7,0.47415730337078654,0.6921348314606741,0.6404494382022472,0.7078651685393258,0.45842696629213486,0.45730337078651684
Yu Darvish,Lanturn,78.7,171,125,58,58,76,76,67,0.9721115537848606,0.3346613545816733,0.4043824701195219,0.6633466135458167,0.649402390438247,0.5298804780876494,5.705882352941177,4.36,1.26,25.9,8.1,94.7,0.8966292134831461,0.42359550561797754,0.5112359550561798,0.6808988764044944,0.5370786516853933,0.6112359550561798
Keegan Akin,Tentacool,61.1,72,40,40,35,50,100,70,0.15139442231075698,0.12749003984063745,0.099601593625498,0.33665338645418325,0.8924302788844621,0.5737051792828686,0.9861111111111112,6.85,1.77,24.1,6.3,93.6,0.20674157303370785,0.05280898876404494,0.04044943820224722,0.5764044943820225,0.801123595505618,0.43258426966292135
Mason Miller,Crobat,59.5,169,85,90,80,70,80,130,0.7888446215139442,0.7709163346613546,0.7091633466135459,0.603585657370518,0.6992031872509961,0.9900398406374502,5.333333333333333,3.38,0.98,25.9,8.2,98.3,0.7955056179775281,0.655056179775281,0.9348314606741573,0.6808988764044944,0.5191011235955056,0.9640449438202248
Sam Moll,Natu,56.0,177,40,50,45,70,45,70,0.15139442231075698,0.24900398406374502,0.21115537848605578,0.603585657370518,0.1952191235059761,0.5737051792828686,0.8617886178861789,4.58,1.36,27.8,10.1,93.6,0.033707865168539325,0.36853932584269666,0.3719101123595505,0.7955056179775281,0.2752808988764045,0.43258426966292135
Yusei Kikuchi,Golbat,83.5,42,75,80,70,65,75,90,0.6852589641434262,0.6254980079681275,0.5717131474103586,0.5398406374501992,0.6235059760956175,0.7928286852589641,5.166666666666666,3.92,1.27,24.9,7.2,95.3,0.7606741573033707,0.5426966292134832,0.49213483146067416,0.6224719101123596,0.6640449438202247,0.7134831460674157
Justin Steele,Muk,78.8,89,105,105,75,65,100,50,0.9442231075697212,0.8944223107569721,0.6314741035856574,0.5398406374501992,0.8924302788844621,0.3247011952191235,5.7592592592592595,2.95,1.11,22.7,5.0,91.9,0.9146067415730337,0.8033707865168539,0.7325842696629213,0.47752808988764045,0.9112359550561797,0.18089887640449437
Zack Littell,Ledian,65.7,166,55,35,50,55,110,85,0.35856573705179284,0.09163346613545817,0.2868525896414343,0.3884462151394422,0.9442231075697212,0.7310756972111554,1.5111111111111113,5.56,1.54,22.5,4.9,94.2,0.46179775280898877,0.15955056179775284,0.15393258426966294,0.4640449438202247,0.9179775280898876,0.5247191011235955
Hoby Milner,Parasect,36.7,47,60,95,80,60,80,30,0.44621513944223107,0.8207171314741036,0.7091633466135459,0.4581673306772908,0.6992031872509961,0.08565737051792828,0.8863636363636364,2.31,1.08,23.4,5.8,87.9,0.056179775280898875,0.9191011235955057,0.798876404494382,0.5370786516853933,0.8573033707865169,0.015730337078651686
Kenley Jansen,Ponyta,47.0,77,50,85,55,65,65,90,0.2868525896414343,0.7290836653386454,0.3565737051792829,0.5398406374501992,0.48804780876494025,0.7928286852589641,0.9411764705882353,3.09,1.34,27.9,10.3,95.5,0.13258426966292136,0.7629213483146067,0.3977528089887641,0.8,0.24606741573033708,0.744943820224719
Julio Urías,Azumarill,67.7,184,100,50,80,50,80,50,0.9223107569721115,0.24900398406374502,0.7091633466135459,0.33665338645418325,0.6992031872509961,0.3247011952191235,5.3809523809523805,5.02,1.17,23.0,5.4,92.8,0.8134831460674158,0.251685393258427,0.6404494382022472,0.49325842696629213,0.8842696629213483,0.3112359550561798
Hector Neris,Cloyster,43.8,91,50,95,180,85,45,70,0.2868525896414343,0.8207171314741036,0.9920318725099602,0.7529880478087649,0.1952191235059761,0.5737051792828686,0.9469696969696969,1.51,1.06,29.7,12.1,92.7,0.14157303370786517,0.9820224719101124,0.8348314606741574,0.8764044943820225,0.10898876404494384,0.298876404494382
MacKenzie Gore,Yanma,62.3,193,65,65,45,75,45,95,0.549800796812749,0.44621513944223107,0.21115537848605578,0.647410358565737,0.1952191235059761,0.848605577689243,5.052631578947368,4.59,1.45,27.5,9.9,95.1,0.7348314606741573,0.3640449438202247,0.24494382022471906,0.7808988764044944,0.297752808988764,0.6966292134831461
Seth Lugo,Hypno,74.9,97,85,73,70,73,115,67,0.7888446215139442,0.5298804780876494,0.5717131474103586,0.6334661354581673,0.9621513944223108,0.5298804780876494,5.357142857142857,3.72,1.27,22.6,5.1,93.5,0.802247191011236,0.5966292134831461,0.49213483146067416,0.47191011235955055,0.9033707865168539,0.41235955056179774
Germán Márquez,Jumpluff,59.4,189,75,55,70,55,85,110,0.6852589641434262,0.3047808764940239,0.5717131474103586,0.3884462151394422,0.7729083665338645,0.9482071713147411,5.0,4.95,1.10,21.3,3.8,95.7,0.7157303370786516,0.26629213483146064,0.747191011235955,0.36966292134831463,0.9696629213483146,0.7696629213483146
Domingo Germán,Lickitung,62.8,108,90,55,75,60,75,30,0.8346613545816733,0.3047808764940239,0.6314741035856574,0.4581673306772908,0.6235059760956175,0.08565737051792828,5.4259259259259265,4.52,1.08,25.3,7.8,92.3,0.8382022471910112,0.38539325842696626,0.798876404494382,0.647191011235955,0.5730337078651686,0.22359550561797753
Trevor Gott,Tentacool,41.6,72,40,40,35,50,100,70,0.15139442231075698,0.12749003984063745,0.099601593625498,0.33665338645418325,0.8924302788844621,0.5737051792828686,0.925925925925926,4.32,1.44,23.3,6.0,93.6,0.10561797752808989,0.4370786516853933,0.2629213483146068,0.5191011235955056,0.8382022471910112,0.43258426966292135
Ian Hamilton,Murkrow,49.0,198,60,85,42,85,42,91,0.44621513944223107,0.7290836653386454,0.1752988047808765,0.7529880478087649,0.1593625498007968,0.8227091633466136,1.2638888888888888,1.78,1.29,28.3,11.0,96.0,0.41123595505617977,0.9617977528089887,0.46853932584269664,0.8224719101123595,0.17528089887640452,0.8303370786516854
Peter Strzelecki,Corsola,77.9,222,55,55,85,65,85,35,0.35856573705179284,0.3047808764940239,0.7629482071713147,0.5398406374501992,0.7729083665338645,0.1394422310756972,0.9907407407407407,4.54,1.18,23.7,6.4,92.1,0.2157303370786517,0.37865168539325844,0.6325842696629214,0.5584269662921348,0.7775280898876404,0.19662921348314608
Griffin Canning,Lanturn,69.3,171,125,58,58,76,76,67,0.9721115537848606,0.3346613545816733,0.4043824701195219,0.6633466135458167,0.649402390438247,0.5298804780876494,5.311111111111112,4.52,1.23,24.8,7.5,94.7,0.7887640449438202,0.38539325842696626,0.5606741573033708,0.6168539325842697,0.6157303370786518,0.6112359550561798
Nate Pearson,Starmie,61.0,121,60,75,85,100,85,115,0.44621513944223107,0.5557768924302788,0.7629482071713147,0.8784860557768924,0.7729083665338645,0.9661354581673307,1.2738095238095237,3.79,1.09,24.7,7.5,98.0,0.4157303370786517,0.5719101123595506,0.7696629213483146,0.6101123595505618,0.6157303370786518,0.9539325842696629
Chris Devenski,Wartortle,76.6,8,59,63,80,65,80,58,0.40239043824701193,0.39243027888446214,0.7091633466135459,0.5398406374501992,0.6992031872509961,0.4203187250996016,1.160919540229885,5.08,1.19,23.6,6.4,94.2,0.36404494382022473,0.24044943820224718,0.6202247191011236,0.5550561797752809,0.7775280898876404,0.5247191011235955
Lucas Erceg,Haunter,47.9,93,45,50,45,115,55,95,0.21713147410358566,0.24900398406374502,0.21115537848605578,0.9561752988047809,0.34462151394422313,0.848605577689243,1.173913043478261,5.67,1.67,30.5,13.3,97.7,0.37865168539325844,0.14719101123595502,0.06966292134831464,0.8921348314606742,0.05842696629213484,0.9415730337078652
Lucas Giolito,Dunsparce,89.6,206,100,70,70,65,65,45,0.9223107569721115,0.50199203187251,0.5717131474103586,0.5398406374501992,0.48804780876494025,0.26095617529880477,5.8,3.96,1.20,25.2,8.1,93.0,0.9280898876404494,0.5325842696629213,0.6067415730337078,0.6393258426966292,0.5370786516853933,0.3471910112359551
Matt Moore,Kabutops,70.4,141,60,115,105,65,70,80,0.44621513944223107,0.9382470119521913,0.9043824701195219,0.5398406374501992,0.5657370517928287,0.6713147410358565,1.1153846153846154,2.17,0.90,24.3,7.2,93.8,0.3415730337078652,0.9258426966292135,0.9808988764044944,0.5887640449438202,0.6640449438202247,0.4764044943820225
Cristopher Sánchez,Muk,44.6,89,105,105,75,65,100,50,0.9442231075697212,0.8944223107569721,0.6314741035856574,0.5398406374501992,0.8924302788844621,0.3247011952191235,5.047619047619048,3.06,1.05,21.4,4.3,91.8,0.7303370786516854,0.7730337078651686,0.8573033707865169,0.37865168539325844,0.9606741573033708,0.16853932584269662
Carlos Estévez,Murkrow,30.6,198,60,85,42,85,42,91,0.44621513944223107,0.7290836653386454,0.1752988047808765,0.7529880478087649,0.1593625498007968,0.8227091633466136,0.975,2.08,1.26,28.8,11.7,97.1,0.19325842696629214,0.9426966292134832,0.5112359550561798,0.8426966292134831,0.1348314606741573,0.9123595505617977
Freddy Peralta,Lanturn,52.7,171,125,58,58,76,76,67,0.9721115537848606,0.3346613545816733,0.4043824701195219,0.6633466135458167,0.649402390438247,0.5298804780876494,5.421052631578948,4.72,1.28,26.7,9.7,94.5,0.8348314606741573,0.3303370786516854,0.48089887640449436,0.7258426966292135,0.33370786516853934,0.5786516853932584
Jason Foley,Scyther,38.7,123,70,110,80,55,80,105,0.6254980079681275,0.9223107569721115,0.7091633466135459,0.3884462151394422,0.6992031872509961,0.9302788844621513,1.007936507936508,2.13,1.06,22.3,5.4,97.1,0.24943820224719102,0.9314606741573034,0.8348314606741574,0.44831460674157303,0.8842696629213483,0.9123595505617977
